OTUID,Domain,Phylum,Class,Order,Family,Genus,Species
2f0c1794fa7984c87f8e09c64ebee66e,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,uncultured_planctomycete
71d6c688a76de4926a96273c2a224c48,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,uncultured_bacterium
ba701dc64bafd73e1e589d0bdc412f22,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
d70bd4fa66faf4c165a496e64e842d70,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,uncultured,
4821d1ed04a8731e401707d5681a2082,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured_bacterium
ce169508b38481a3f5b4722affbb54a7,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,uncultured_bacterium
ee0bdca172d19539cadf155ceb56777e,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
7772ba10d6e69a0673056a9a893a6b8a,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_deep-sea
2a6c2ec831fdd39bfa2c7ee748354f2c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
f2673a3a04d38fa5c1945a54be3603ae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
8a9cacdee86407889082dfb3c823486d,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,uncultured_cyanobacterium
5db8cc433918a07a31be1357fc6ffb10,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,,
71a7032066aed7dc6c07122b7c9ae611,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,,,
7770615c07e39c347214cffa3443493d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,,
5fea5d710a52f9fd72d30bd2d0517d01,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Sphingobacterium
74515e0cacbb2fa018ac67a6c3eda66d,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A_clade,KI89A_clade,uncultured_gamma
f22ac63e52ff9c87a616ee1432b7c338,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,
fc19861627f9165b7ece0a91f0e5b5fe,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Taeseokella,Bacteroidetes_bacterium
2b22cea644235a2360b74317e21cadfa,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,
9ffa3afbf053e89c5c49a7b4990a42de,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,
4398a35d1625fd57da3970f723523e71,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,
25d7cc0f41d5b429582a657ee53f78d7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
b738ea1d2f31be6cf6de08ca48e07f34,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia_sp.
6fa5ef89699bc33ab0475892d8a28fc1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,
1bd47d34d2bfe30e42cfdc8927c5c5e4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
09bb2516f8b82e3f67d32d368eab3da0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,uncultured_bacterium
a8f4a6e4601e91b7c8f51f2f7439fac3,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,bacterium_enrichment
d813d09bc5d293f0a996804b9e1deee6,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,uncultured_Bacteroidetes
6bb51dd885c208ffb6de4afe1ce532f0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
26f70589864d5684297504921c909051,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
ac387ff63bec26f232833f2517c8e3bf,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_Bacteroidetes/Chlorobi
11104aa9e179c47b57a39641d12ee21f,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
f4fd97c23141cac50a2d1885967ac870,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_forest
3589baa5d27ccd2549baa21de00e9a05,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,
8ab5cd5b8b6ab80c843c4ccf0ba69a63,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,
5a6699b420d6c0b6a01e20aa276e8fee,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
227e403bee25898544265fc15b692a40,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,uncultured_marine
ed970c1b5bdf62ccd63584e6a71c1fbc,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured_Flammeovirgaceae
9e731bef25e8b2539c63bb8ca2352041,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,
d0ddec6ac7ec27d004d8d7b0bce4ec08,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,uncultured,
5825a861a83bf711a29afd1c5bc00077,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Pseudobacteriovorax,uncultured_delta
0372fe06a2ecadbc000d427e01cbef3c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
7befcb80fea6c4ef50cebfea3ebbac0b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Eionea,uncultured_Eionea
dfaf05c350e2079de42c57d93d8ec635,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Psychroserpens_sp.
e66a8d35512c036e64bb87226f718523,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7_clade,uncultured_organism
a757260792c8e3af967ca85894eb64e4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,,
d8f5f8c0c80dda3308d0b7a9f0653a23,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,Garritya,Garritya_polymorpha
24f6297fae25ff82075d531958029871,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,uncultured_bacterium
916e045f1bfef8093a4548fd652b8615,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,
6779afff67da93a3dd8bb669818a914f,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured_bacterium
8b2e80f937203517ca24ce9f9207303f,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,uncultured_bacterium
c7547959b35bc020775f6f7c01cc6c10,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,uncultured,uncultured_delta
9d1f251a336def592e3caf621ec35d75,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
277b9c4dca8c0c7c748427ca229ef530,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,uncultured_bacterium
307d1997a0204e489f9c410041b3abdd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
102deb4af48393620065e04b2fd0f217,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
4dca2312dfdec7577dd64e4562e9319b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,
a9305a6e6b5b2a71f1fb35bd2189f016,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,
1ea5060b3fa47ffd04ab34780efb483f,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,uncultured_Chloroflexi
799a63834fb8e8bd761eed4175424330,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,uncultured_Bacteroidetes
799658f64cbf845e1dea7b660bccd97d,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured,
0ae059a6d7a8529fe77fc1d058426e5b,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,uncultured_bacterium
6157917316b3fe34147042e49d9217a4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured_delta
c95ba4fc13b672849445cd8636a8e818,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
18944e34b69be01f22c3a5d4008db5e3,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,uncultured,
84567c0aa0d92999b60b5bd443951020,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_Bacteroidetes
7403edbb16ce9443c07dcdf50edf8c71,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,uncultured,
13d1744bfb4daedf88b4cd0e5aee070d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Leeuwenhoekiella_sp.
e82d4720b39b172fa1eb80c6050ec4e0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,
2d8e30d0b142592db5a1a740286b3910,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
e1381cb8d6350a7f7167d59264ecd980,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,
69b9eafe528fbf9777f1467f93fd84ae,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,uncultured_bacterium
8801e1d7e497acba73575b1ab2df4478,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
dcd345e26e9a9cd53023d363e0d6e668,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured_organism
51e4bb5b1d618d1f21b8a345a726a8a1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,uncultured,uncultured_bacterium
d4cb56b80849fc5c94a04be4f6af19cc,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1,uncultured_bacterium
a7ebeb8be11f10c0b682ff11532920e5,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_marine
0c2123c0c69d18bfe91334110c601447,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_addita
44d764d69f4c5bf5897ef18ded56c5fd,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,,,
a233385261203e55b8c0f786ba5b1b3e,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,
151b619d906ffd7d30eec333e16cbc79,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,uncultured_Bacteroidetes
1099cff6cfd6c2f34b2e21473e1501aa,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,Stanieria_sp.
3db0b31d53e976abfb95606982259209,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015,uncultured_gamma
d8287001868172902abb84c3d0012101,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,uncultured_Cellvibrio
322c8a5e09e337e2454deb17f14ed474,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,
fbaa5354c639dc9a1967fa2837420ded,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,uncultured,
68b09e8005eace24940d727a9132d55a,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
94a18f67052addebf28a020b16fd0b30,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
9bb91f351048a5d52892ccfe76d08b66,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
823bb858be98500246d3c4def91dee5f,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_Pirellula
8429efa57e6b509360e752c49ca727aa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unknown_Family,Alkalimarinus,uncultured_bacterium
a2732a8b99faa1488f0e9cd750e6a5e7,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured_Bacteroidetes
bc631a837e867ed505105946a692f167,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,
892d63d2e3bd392036af92dbd6596030,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus_Fritschea,Candidatus_Syngnamydia
f3890d530eb0e6633b42576bd00df87d,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,
f523b9ff2d6d0baee8596cfe1e6b3009,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,uncultured_bacterium
b787614617a98a68bc7632bd376d3173,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A_clade,KI89A_clade,
d5177a617bff140dc03696c389fd4aed,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,
f7c2a3f2516d26bca0cd533098fe632c,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,uncultured_marine
fdc250a263bf7497c69cb1bd0291cfd1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
e752fc475028c0772d6ac6e215e98dd9,Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,
4c2309efb0d7e57c69b02983502075cf,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Flavobacteriaceae_bacterium
e3979777703b4b123911df5c0c5d37d0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
c8f228eace80a9b5f364bd1574c5641d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Anderseniella,uncultured_bacterium
e111d638898ccc8c2901072e75442622,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,uncultured,uncultured_cyanobacterium
53c4a2429d9dc319b8149827088bd7ca,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_organism
6ccb867f42fa1213e834e56a2feef76a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,metagenome
5106c01508a1f075d78ac69664efe3ba,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_Flavobacterium
512336544c38d3bff90a2ef1d346b4ad,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,
a73ad43bb8f8ba879ade721a27ff3fbb,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_bacterium
2473c902498333a088749e85eb416408,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
7516edd9876002e59f76e3dd9f991bb0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,uncultured,uncultured_sediment
69c19f2c7857ef28673c726915e8c7cd,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
1ab9577600888b6336584742fcc396ce,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Cryptoprodotis,uncultured_bacterium
509956c72163528f21631b3a2ff6f726,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidium_MBIC10003,
744f6de8ed29a124e4b2656c6cdbe85c,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
6fe7620fac8859fdfd5917b940e11107,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Cobetia,
64484222958bd01b273e9b9294f918fa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,,
471e507d9d236ba8415f313c79d8e224,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,C1-B045,Cladosiphon_okamuranus
206486d1ed3992db0a485f11703ea8f1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,uncultured_gamma
c19c0623e07779d2b50f8c2ea2226617,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17,uncultured_bacterium
a6f680d1348a2ac3316adc3aa691ec73,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,
13af05d073bf87d90ebeda76a5281055,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,uncultured_organism
e07dcee19fae52747b936ba145ab6553,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,uncultured_Bacteroidetes
7b93262ca0a466df08c1aa4326659562,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,uncultured_gamma
fbc99b4186ebfb20373cd7e4fadee695,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_Bacteroidetes
0a53b6d60b16cac659dd16e344761cc4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
42067a75223a1c60a124c78772df705e,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,uncultured,
9298abf5fc76bcb970bb4663790a5e18,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,JGI_0000069-P22,
bffd07051066173bf7657e0d8bf71f84,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,
14f90d144504c623fbf9a384017b9ca3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
49bda4297d2a0e1963a938c9e8ab36c0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Saccharospirillaceae,uncultured_deep-sea
36c6d767e9c2732bce740f755ccb7002,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A_clade,KI89A_clade,
0b320945e8da0e9d2fb769db5eb65f8a,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_bacterium
2dcf64af8828cb6a5d4bb45bbbb063aa,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,uncultured_bacterium
f97e7169e48466607c57e38f93843f6d,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured_Alphaproteobacteria
15683f026d7ddbaefdbc3174e16fd060,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,uncultured_bacterium
d71cc0d0a87f1686d352e41916fe9a81,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,
374439f55bed18f6e266b53b33080b71,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_bacterium
5200dbca760346206353c04d8276a13c,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
ea04046480e53ff2ec84cbf0fce745fb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,uncultured_bacterium
5be5b2750ad8f80bb1dc5cb9191c0810,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,
e1b7f027249cc6d3615f7230d4cfbe10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
443323009ec87e3c9799267e2147a61f,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,Pla3_lineage,uncultured_bacterium
5481106b5e7e5191b22c6ea38b711c38,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,uncultured_marine
7d47cbdcb04eb1281157693aad50e938,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis_ANT.LACV5.1,
d9d84cd16627f2d28a7d34058570439a,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,uncultured_Alphaproteobacteria
e6266bc2126cbc8292934bd533171a12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,
7289482874fcc10b9988737ef70eb0ea,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Simiduia,
859bd831b4b71a7639a88b1f1d408701,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Bacteroidetes
c178b5d7d15c65580f496bc40308d7ea,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,
24fad1ac3ea509ee501472d12d64c61a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
959803d453924fc7d4d5a89e1da77e51,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,,
aa5a66e64c5a6c9a2db685c5eb20ca44,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,uncultured_bacterium
9d40ed5ae66d8e7514467f8ab750665c,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas,
333a8a8a842a2cea9aa97869477f7403,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,
bc349c8c45942c6d0e604537f590f9c6,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
1e4b76aca96a1f9fdcb8c584ece0fa8d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,Saonia_flava
6ad7bd5853e1a2c054bfe1394e7ee330,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,
09ed5e6bb081368c37c9941210820d73,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured,uncultured_bacterium
7640a0fe902e90507acf4ef18fb863be,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,uncultured_gamma
9f7b493b25d7a034be5c7bc37a2b77ed,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_bacterium
68a93b4c231a795cdf536a750e333484,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,
1ce5f7cafa773a2687f319ef4211120e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
f11ee89c1e999e6f3aaa7a46168725c3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,uncultured_bacterium
baae6be190bfc69e5cd85db94b91d405,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium
7e01635ceb4541f79dc99026788b79dc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
68fbc140eadf8a47cc5f1c6f4b6967e3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,
7e9a7402d3ca666c08f026a590ac222d,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Bacteroidetes
015cb5a4d71e119fb3ef5a02c08c4a76,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,
b6247a3d8ea8b7b604f0f7d4c865db17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured,
d202154cec7da59cef3d4e3e3267fa05,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum,uncultured_Alphaproteobacteria
c7026c7ab2d2ae1dde26961bc82e5e1f,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,,,
d6febbd9d411cacfa6e573d20aa24015,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,
a1694e9d2652f3d37bbee5b308909b18,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
3510f054db0660779ee9c53975fac4f5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,metagenome
c3b24ea5577726c2538077ad53b04d58,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,uncultured,uncultured_bacterium
816c4992fd44d04072d57279d3d8b1f7,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
df464a8c20a50ba7c355e71dece08828,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,
ec01078289406734957ee8d65496713d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,uncultured_Cryomorphaceae
2063559dd41197bfcfa55fb9c5359cfa,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,uncultured_marine
6eaeb0532e4f3a827e6d2668fa23fee8,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,uncultured_bacterium
3d5c5622c49078e41adef82c86fdae12,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,
