OTU,BT1,BT10,BT11,BT12,BT2,BT3,BT4,BT5,BT6,BT7,BT8,BT9,BTQ1,BTQ10,BTQ11,BTQ12,BTQ2,BTQ3,BTQ4,BTQ5,BTQ6,BTQ7,BTQ8,BTQ9,PCRNeg,PSO1,PSO10,PSO11,PSO12,PSO2,PSO4,PSO5,PSO6,PSO7,PSO8,PSO9,PSP1,PSP10,PSP11,PSP12,PSP2,PSP3,PSP4,PSP5,PSP6,PSP7,PSP8,PSP9,ZYMO1,ZYMO10,ZYMO11,ZYMO12,ZYMO2,ZYMO3,ZYMO4,ZYMO5,ZYMO6,ZYMO7,ZYMO8,ZYMO9
2f0c1794fa7984c87f8e09c64ebee66e,47,0,0,0,0,0,0,0,0,0,0,0,52,51,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,44,0,0,0,43,0,0,0
71d6c688a76de4926a96273c2a224c48,0,0,0,0,31,0,0,0,0,0,0,0,22,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,59,0,0,68,0,0,0,0
ba701dc64bafd73e1e589d0bdc412f22,0,18,0,0,0,0,36,0,0,8,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,69,0,16,0,0,0,0,0,0,0,0,0,0
d70bd4fa66faf4c165a496e64e842d70,96,88,0,0,74,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,29,0,0,0,47,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,129,43,0,0,14
4821d1ed04a8731e401707d5681a2082,28,0,0,0,80,0,0,55,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
ce169508b38481a3f5b4722affbb54a7,0,0,0,0,24,0,19,0,0,0,0,0,0,0,0,0,6,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,68,35,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,22,0,0,38,0,0,0,0
ee0bdca172d19539cadf155ceb56777e,50,244,0,0,492,0,94,746,44,329,0,0,150,177,0,0,482,434,490,326,0,0,48,0,0,0,339,0,0,0,0,457,0,264,73,468,492,330,30,0,146,0,41,771,155,64,0,0,77,372,0,0,410,112,127,674,352,102,77,112
7772ba10d6e69a0673056a9a893a6b8a,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a6c2ec831fdd39bfa2c7ee748354f2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,25,0,0,0,0,32,0,0,0,115,0,0,0,0,0,0,0,32,0,0,0,0,0,44,0,0,41,0,0,31,0,0,8,0
f2673a3a04d38fa5c1945a54be3603ae,0,0,0,52,0,0,43,0,0,0,0,0,0,0,0,0,30,0,52,0,8,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,77,0,0,68,231,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18
8a9cacdee86407889082dfb3c823486d,0,172,0,0,432,0,109,351,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,55,0,0,42,7,0,0,0,0,0,43,54,0,0,202,0,0,275,0,0,0,0
5db8cc433918a07a31be1357fc6ffb10,475,167,0,0,96,0,64,288,0,137,0,0,211,106,0,0,159,74,197,27,7,0,0,0,0,0,45,0,0,0,0,0,0,72,0,56,182,292,0,0,0,0,0,259,129,35,0,0,84,67,0,0,351,0,14,359,681,74,24,0
71a7032066aed7dc6c07122b7c9ae611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433
7770615c07e39c347214cffa3443493d,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
5fea5d710a52f9fd72d30bd2d0517d01,0,0,0,0,0,0,140,81,0,0,0,0,0,29,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,53,0,97,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
74515e0cacbb2fa018ac67a6c3eda66d,0,54,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,21,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
f22ac63e52ff9c87a616ee1432b7c338,25,0,0,0,76,0,0,34,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,36,0,23,0,0
fc19861627f9165b7ece0a91f0e5b5fe,0,0,0,0,0,0,27,22,0,247,0,0,0,0,0,0,114,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,631,20,0,0,0,0,23,0,143,0,0,0,0,0,0,0,0,154,0,0,128,76,0,4,0
2b22cea644235a2360b74317e21cadfa,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
9ffa3afbf053e89c5c49a7b4990a42de,0,0,0,0,0,0,0,280,0,0,0,0,62,29,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,63,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,13,0,0,0
4398a35d1625fd57da3970f723523e71,0,14,0,0,0,0,0,39,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,19,66,34,0,0,0
25d7cc0f41d5b429582a657ee53f78d7,0,30,0,0,0,0,0,0,0,0,0,0,0,31,0,0,58,0,27,0,0,0,0,0,0,0,254,0,0,0,0,54,0,0,0,0,0,295,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13
b738ea1d2f31be6cf6de08ca48e07f34,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6fa5ef89699bc33ab0475892d8a28fc1,0,0,0,0,0,0,0,92,0,0,0,0,0,70,0,0,0,0,0,0,101,0,0,0,0,0,54,0,0,0,0,73,0,0,27,0,78,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0
1bd47d34d2bfe30e42cfdc8927c5c5e4,163,120,0,0,174,0,0,0,0,265,0,0,89,79,0,0,226,0,0,116,32,0,0,0,0,0,74,0,0,0,0,0,0,0,0,33,65,0,0,0,0,0,0,252,65,0,0,0,0,88,0,0,176,0,0,295,156,0,0,0
09bb2516f8b82e3f67d32d368eab3da0,86,82,0,0,98,0,0,175,0,0,0,0,0,0,0,0,0,256,70,48,0,0,0,0,0,0,103,0,0,0,0,74,0,0,0,96,321,348,0,0,0,0,29,148,0,5,0,0,32,72,0,0,0,55,0,360,0,0,0,0
a8f4a6e4601e91b7c8f51f2f7439fac3,10,0,0,0,0,0,0,45,0,0,0,0,39,0,0,0,24,3,0,0,0,0,0,0,0,0,50,0,0,0,0,55,0,0,0,18,0,101,0,0,0,0,0,23,0,0,0,29,0,0,0,0,71,0,0,56,65,14,0,0
d813d09bc5d293f0a996804b9e1deee6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,348
6bb51dd885c208ffb6de4afe1ce532f0,0,39,0,0,0,0,0,18,0,0,0,0,34,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,59,0,64,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,50,46,0,0,0
26f70589864d5684297504921c909051,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0
ac387ff63bec26f232833f2517c8e3bf,34,0,0,0,95,0,0,122,0,3,0,0,72,62,26,0,172,0,39,2,25,0,198,0,0,0,61,0,0,0,0,205,0,227,0,0,111,205,0,0,0,0,0,268,10,0,0,0,136,7,0,0,86,0,48,190,50,0,43,0
11104aa9e179c47b57a39641d12ee21f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
f4fd97c23141cac50a2d1885967ac870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
3589baa5d27ccd2549baa21de00e9a05,0,149,0,0,0,0,0,0,0,61,0,0,86,0,0,0,0,0,0,277,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
8ab5cd5b8b6ab80c843c4ccf0ba69a63,0,0,0,0,0,0,0,19,0,0,0,0,53,0,0,0,0,28,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,34,0,0,0,0,0,0,0
5a6699b420d6c0b6a01e20aa276e8fee,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,36,0,0,0
227e403bee25898544265fc15b692a40,0,192,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,37,21,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,65,38,0,0,0,0,0,0,0,0,0,11,43,0,0,0,88,0,0,66,0,0,0,0
ed970c1b5bdf62ccd63584e6a71c1fbc,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,24,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,170
9e731bef25e8b2539c63bb8ca2352041,0,67,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,240,0,0,0,34,0,0,0,0,0,0,0,0,0,0,107,80,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,46,24,0,0,0
d0ddec6ac7ec27d004d8d7b0bce4ec08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,50,0,0,0,0,0,0,0,78,0,0,0,0,0,0,47,0,68,61,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0
5825a861a83bf711a29afd1c5bc00077,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0
0372fe06a2ecadbc000d427e01cbef3c,0,167,0,0,0,0,0,126,0,0,0,0,155,310,0,0,0,0,74,78,0,0,0,0,0,0,108,0,0,0,0,124,0,127,0,0,0,0,0,0,0,0,0,132,18,0,0,0,138,103,0,0,181,56,0,169,54,0,39,123
7befcb80fea6c4ef50cebfea3ebbac0b,0,107,0,0,0,0,0,8,0,221,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,221,33,1020,135,83,0,0,0,0,0,370,0,0,0,0,0,175,0,0,103,0,0,154,0,0,0,0
dfaf05c350e2079de42c57d93d8ec635,0,44,0,0,0,0,23,51,0,0,0,0,210,0,0,0,0,0,60,211,0,0,67,0,0,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,0,0,0,0,18,0,0,0,0,106,59,48,0,0,30
e66a8d35512c036e64bb87226f718523,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,74,0,0,42,31,0,0,0
a757260792c8e3af967ca85894eb64e4,0,3320,0,0,0,13,483,0,0,13,20,53,0,75,0,0,81,160,124,1810,111,0,192,0,0,16,357,0,0,0,0,223,44,220,50,0,139,314,0,0,0,0,155,598,50,0,97,99,0,31,0,0,112,0,85,392,82,70,86,227
d8f5f8c0c80dda3308d0b7a9f0653a23,0,0,0,0,39,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,42,0,0,0,8,32,29,0,0,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,48,12,7,0,0
24f6297fae25ff82075d531958029871,0,0,0,0,70,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,54,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916e045f1bfef8093a4548fd652b8615,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0
6779afff67da93a3dd8bb669818a914f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b2e80f937203517ca24ce9f9207303f,0,0,0,0,0,0,0,0,0,81,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0
c7547959b35bc020775f6f7c01cc6c10,0,0,0,0,32,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,94,0,0,0
9d1f251a336def592e3caf621ec35d75,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
277b9c4dca8c0c7c748427ca229ef530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,53,0,0,0,28,0,0,0,0,0,0,0,0,61,0,0,51,0,0,0,0,20,0,45
307d1997a0204e489f9c410041b3abdd,0,0,0,0,0,0,0,0,0,0,0,0,30,69,0,0,0,61,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,56,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102deb4af48393620065e04b2fd0f217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0
4dca2312dfdec7577dd64e4562e9319b,72,153,0,0,80,0,0,156,0,90,30,0,100,61,0,0,136,55,218,51,0,0,0,0,0,0,75,0,0,0,0,0,0,78,0,251,0,72,0,0,3,31,0,178,0,0,47,0,45,434,0,0,113,53,55,284,27,16,10,53
a9305a6e6b5b2a71f1fb35bd2189f016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,101,0,0,0,0,0,0,0
1ea5060b3fa47ffd04ab34780efb483f,0,43,0,0,0,0,0,0,38,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,61,7,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,44
799a63834fb8e8bd761eed4175424330,0,0,0,0,18,0,0,0,0,0,0,0,0,45,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,179,0,85,0,64,0,0,29,0,0,84,0,0,0,0,0,0,0,0,0,0,0,110,94,0,24,0
799658f64cbf845e1dea7b660bccd97d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6
0ae059a6d7a8529fe77fc1d058426e5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6157917316b3fe34147042e49d9217a4,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c95ba4fc13b672849445cd8636a8e818,0,0,0,119,0,30,0,0,23,131,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,125,22,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,6,0
18944e34b69be01f22c3a5d4008db5e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,28,0,24,27,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
84567c0aa0d92999b60b5bd443951020,0,0,0,0,33,0,0,0,0,0,0,0,99,0,0,0,32,0,37,0,0,0,0,0,0,0,29,0,0,0,0,0,0,43,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,13,0,0,15,0,0,26,18,0,0,0
7403edbb16ce9443c07dcdf50edf8c71,0,0,0,0,0,0,0,21,0,0,0,0,0,19,0,0,77,62,0,0,0,0,0,0,0,0,36,0,0,0,0,69,0,160,0,0,148,116,0,0,65,0,0,91,0,0,0,0,32,22,0,0,0,0,24,135,0,0,0,24
13d1744bfb4daedf88b4cd0e5aee070d,0,36,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,34,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,0,0,0,0
e82d4720b39b172fa1eb80c6050ec4e0,0,0,0,0,78,0,0,118,27,0,0,0,92,162,0,0,240,42,57,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,407,119,0,0,0,0,0,99,0,0,0,0,0,13,0,0,86,0,0,297,128,0,59,11
2d8e30d0b142592db5a1a740286b3910,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,100,96,0,31,0,0,0,0,0,0,0,0,344,0,0,26,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1381cb8d6350a7f7167d59264ecd980,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,108,0,0,0,0,56,0,0,0,123,0,0,0,0,0,0,0
69b9eafe528fbf9777f1467f93fd84ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,356,0,0,0,0
8801e1d7e497acba73575b1ab2df4478,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,137,0,52,24,0,0,26,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,26,0,150,0,0,0,0,0
dcd345e26e9a9cd53023d363e0d6e668,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,20,0,14,35,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,93,0,0,0,0,0,33,0,0,20,0,12,72,0,0,47,0
51e4bb5b1d618d1f21b8a345a726a8a1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
d4cb56b80849fc5c94a04be4f6af19cc,22,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,49,0,0,0,0,0,0,63,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
a7ebeb8be11f10c0b682ff11532920e5,28,0,0,0,65,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,64,0
0c2123c0c69d18bfe91334110c601447,8,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,38,0,44,0,0,0,0
44d764d69f4c5bf5897ef18ded56c5fd,0,0,27,0,337,0,450,0,0,692,0,0,185,0,0,0,22,0,0,0,0,0,0,41,0,0,0,14,0,37,0,0,0,1058,0,76,1063,0,230,0,402,0,188,0,0,18,0,149,80,0,191,0,401,0,1694,0,0,67,0,0
a233385261203e55b8c0f786ba5b1b3e,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151b619d906ffd7d30eec333e16cbc79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1652
1099cff6cfd6c2f34b2e21473e1501aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3db0b31d53e976abfb95606982259209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8287001868172902abb84c3d0012101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322c8a5e09e337e2454deb17f14ed474,42,0,0,0,0,0,317,34,0,0,51,81,280,0,16,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,157,0,70,49,0,0,0,0,0,0,179,0,0,0,0,0,192,0,0,0,0,0,111,0,44,0,0
fbaa5354c639dc9a1967fa2837420ded,0,38,0,0,0,0,26,105,0,90,0,0,49,0,0,0,53,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,112,0,0,0,0,40,0,0,0,100,0,0,180,0,0,37,0
68b09e8005eace24940d727a9132d55a,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94a18f67052addebf28a020b16fd0b30,0,0,0,71,0,0,0,0,54,0,0,0,0,0,0,0,0,106,67,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,132,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0
9bb91f351048a5d52892ccfe76d08b66,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
823bb858be98500246d3c4def91dee5f,0,27,0,0,0,0,0,0,0,44,0,0,0,66,0,0,0,29,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,44,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
8429efa57e6b509360e752c49ca727aa,0,0,0,0,0,0,0,0,28,0,0,0,0,33,0,0,0,0,0,0,0,0,101,0,0,0,165,0,0,0,0,0,0,235,0,41,56,98,0,0,0,0,0,47,50,0,0,0,192,42,0,0,172,47,0,35,122,0,0,18
a2732a8b99faa1488f0e9cd750e6a5e7,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
bc631a837e867ed505105946a692f167,0,0,0,0,0,0,0,0,0,0,0,0,28,74,0,0,0,0,16,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
892d63d2e3bd392036af92dbd6596030,99,0,0,0,126,0,190,0,0,188,51,0,217,0,0,0,320,0,116,0,160,8,51,0,0,31,0,0,0,59,0,288,0,326,0,0,519,0,0,0,413,0,761,0,99,12,0,115,689,0,0,0,560,0,493,0,67,55,0,0
f3890d530eb0e6633b42576bd00df87d,628,779,0,0,797,0,103,1034,55,783,0,0,927,981,0,0,758,475,1379,322,35,12,132,0,0,0,501,0,0,0,0,600,0,657,0,464,823,653,0,0,229,105,113,1219,422,121,0,68,327,270,0,0,1198,100,132,1290,804,248,123,227
f523b9ff2d6d0baee8596cfe1e6b3009,28,0,0,0,0,0,0,0,0,40,0,0,0,64,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,85,43,0,0,0,0,116,0,55,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0
